Ti,Result
4970,35.1007
4971,41.3168
4972,33.5598
4973,42.6267
4974,40.8499
4975,35.0393
4976,37.6453
4977,37.873
4978,38.6495
4979,34.5532
4980,43.1572
4981,38.4559
4982,34.8391
4983,38.919
4984,37.6466
4985,34.63
4986,38.5902
4987,35.2171
4988,33.6463
4989,39.2104
4990,37.7411
4991,38.3138
4992,37.2568
4993,38.3223
4994,40.4993
4995,40.0319
4996,44.4502
4997,38.1239
4998,42.4526
4999,36.4115
5000,40.4157
