R,Result
0.999,34.6735
R,Result
0.9991,36.8843
R,Result
0.9992,35.4076
R,Result
0.9993,39.4676
R,Result
0.9994,34.5948
R,Result
0.9995,40.1421
R,Result
0.9996,43.917
R,Result
0.9997,37.777
R,Result
0.9998,34.1575
R,Result
0.9999,34.5385
R,Result
0.99991,35.491
R,Result
0.99992,41.3794
R,Result
0.99993,37.3296
R,Result
0.99994,37.5369
R,Result
0.99995,38.7278
R,Result
0.99996,35.666
R,Result
0.99997,33.5963
R,Result
0.99998,41.1523
R,Result
0.99999,36.1904
R,Result
0.999991,37.0405
R,Result
0.999992,38.4806
R,Result
0.999993,33.7523
R,Result
0.999994,39.678
R,Result
0.999995,37.6188
R,Result
0.999996,37.7558
R,Result
0.999997,33.7893
R,Result
0.999998,43.4043
R,Result
0.999999,35.4029
