R,Result
0.999,37.9635
R,Result
0.9991,38.946
R,Result
0.9992,33.3287
R,Result
0.9993,35.5928
R,Result
0.9994,38.2014
R,Result
0.9995,36.0591
R,Result
0.9996,40.5942
R,Result
0.9997,39.3806
R,Result
0.9998,37.264
R,Result
0.9999,40.0667
R,Result
0.99991,36.9807
R,Result
0.99992,36.4235
R,Result
0.99993,38.2461
R,Result
0.99994,31.661
R,Result
0.99995,37.7418
R,Result
0.99996,35.1946
R,Result
0.99997,40.8211
R,Result
0.99998,37.4649
R,Result
0.99999,31.5206
R,Result
0.999991,37.0847
R,Result
0.999992,38.035
R,Result
0.999993,37.0828
R,Result
0.999994,37.3596
R,Result
0.999995,34.0102
R,Result
0.999996,33.686
R,Result
0.999997,39.3823
R,Result
0.999998,38.2174
R,Result
0.999999,37.2632
