R,Result
0.999,35.9432
R,Result
0.9991,35.0369
R,Result
0.9992,40.1529
R,Result
0.9993,37.1529
R,Result
0.9994,36.5804
R,Result
0.9995,33.4133
R,Result
0.9996,31.8184
R,Result
0.9997,40.943
R,Result
0.9998,30.3704
R,Result
0.9999,37.554
R,Result
0.99991,37.8681
R,Result
0.99992,37.9112
R,Result
0.99993,35.762
R,Result
0.99994,38.1066
R,Result
0.99995,34.5331
R,Result
0.99996,36.1631
R,Result
0.99997,36.8272
R,Result
0.99998,33.6519
R,Result
0.99999,39.8886
R,Result
0.999991,34.4989
R,Result
0.999992,31.3465
R,Result
0.999993,31.8069
R,Result
0.999994,36.7865
R,Result
0.999995,35.1492
R,Result
0.999996,35.4589
R,Result
0.999997,39.1854
R,Result
0.999998,35.9706
R,Result
0.999999,36.8607
