Ti,Result
4970,34.3301
4971,39.9607
4972,35.9156
4973,35.365
4974,36.543
4975,40.8056
4976,32.0589
4977,30.8587
4978,34.9562
4979,36.4706
4980,37.3982
4981,36.0548
4982,37.2929
4983,34.6338
4984,39.4145
4985,35.2707
4986,34.4687
4987,41.3775
4988,32.6504
4989,37.6551
4990,36.2857
4991,32.9255
4992,37.3675
4993,31.1631
4994,34.5656
4995,37.921
4996,38.4469
4997,34.6662
4998,33.7119
4999,34.9432
5000,34.2107
