Ti,Result
0.999,34.8397
0.9991,36.0575
0.9992,33.5431
0.9993,34.1486
0.9994,41.2863
0.9995,39.213
0.9996,36.089
0.9997,38.7057
0.9998,35.8004
0.9999,36.9187
0.99991,33.8325
0.99992,37.9247
0.99993,35.9368
0.99994,39.0221
0.99995,35.2955
0.99996,33.9978
0.99997,38.1673
0.99998,37.6529
0.99999,31.0617
0.999991,32.4451
0.999992,36.3759
0.999993,33.8132
0.999994,35.9373
0.999995,33.8046
0.999996,38.0401
0.999997,37.3354
0.999998,40.9221
0.999999,38.1505
