R,Result
0.999,32.5129
R,Result
0.9991,32.9744
R,Result
0.9992,36.7772
R,Result
0.9993,36.3183
R,Result
0.9994,36.9375
R,Result
0.9995,32.6218
R,Result
0.9996,37.778
R,Result
0.9997,38.5771
R,Result
0.9998,44.8956
R,Result
0.9999,34.5889
R,Result
0.99991,39.4145
R,Result
0.99992,33.0769
R,Result
0.99993,36.6784
R,Result
0.99994,40.2694
R,Result
0.99995,37.6629
R,Result
0.99996,34.0215
R,Result
0.99997,38.618
R,Result
0.99998,34.4711
R,Result
0.99999,38.2356
R,Result
0.999991,34.1085
R,Result
0.999992,39.7044
R,Result
0.999993,32.3487
R,Result
0.999994,35.3005
R,Result
0.999995,37.4647
R,Result
0.999996,34.9398
R,Result
0.999997,39.3759
R,Result
0.999998,37.2261
R,Result
0.999999,34.4383
